id,government_id,name,slug,created,contacts
1022,29,Texas Department of Motor Vehicles,texas-department-of-motor-vehicles,2014-12-13 23:15:09+00:00,1
1023,30,California Virtual Academy ,california-virtual-academy,2014-12-15 17:54:48+00:00,1
1024,29,Tarrant County Veterans Services,tarrant-county-veterans-services,2014-12-15 22:34:49+00:00,1
1026,29,Tarrant County MHMR,tarrant-county-mental-health-mental-retardation,2014-12-15 22:41:16+00:00,1
1027,17,Pennsylvania State Senate,pa-state-senate,2014-12-16 16:15:45+00:00,1
1028,41,Tax dept.,tax-dept,2014-12-16 20:53:30+00:00,1
1029,42,Tax,tax,2014-12-16 20:55:45+00:00,1
1030,3,Ark. Corporate income tax,ark-corporate-income-tax,2014-12-16 20:58:39+00:00,1
1031,12,Dept. of Revenue,dept-of-revenue,2014-12-16 21:15:42+00:00,1
1032,43,Dept. of Revnue,dept-of-revnue,2014-12-16 21:18:43+00:00,1
1033,37,Florida Department of Revenue,dept-of-revenue-2,2014-12-16 21:23:47+00:00,4
1034,7,Dept. of Revenue,dept-of-revenue-3,2014-12-16 21:28:13+00:00,1
1035,30,California State Senate,senate,2014-12-16 22:01:06+00:00,1
1036,1,State Department,state-department,2014-12-17 19:45:36+00:00,1
1037,16,Department of Taxation and Finance,department-of-taxation-and-finance,2014-12-17 22:37:31+00:00,1
1038,5,Missouri Board of Probation and Parole ,board-of-probation-and-parole,2014-12-18 16:22:51+00:00,1
1039,10,Louisville Metro,louisville-metro,2014-12-18 22:14:40+00:00,0
1040,10,Jefferson County PVA,jefferson-county-pva,2014-12-18 22:14:55+00:00,0
1041,10,LOJIC,lojic,2014-12-18 22:15:02+00:00,0
1042,10,KY State Police,ky-state-police,2014-12-18 22:15:26+00:00,0
1043,19,Madison County,madison-county,2014-12-19 12:54:02+00:00,1
1044,19,James City County,james-city-county,2014-12-19 17:09:21+00:00,0
1045,24,Department of Justice,department-of-justice,2014-12-21 13:28:12+00:00,0
1046,16,Metropolitan Transit Authority,metropolitan-transit-authority,2014-12-22 15:31:17+00:00,2
1047,1,United States Air Force ,united-states-air-force,2014-12-24 04:27:39+00:00,0
1048,1,tsa,tsa,2014-12-25 07:27:27+00:00,0
1049,29,Austin Police Department,austin-police-department,2014-12-26 19:06:35+00:00,2
1050,29,Hays County sheriff's office,hays-county-sheriffs-office,2014-12-26 19:14:30+00:00,1
1051,30,Los Angeles County Sheriff's,los-angeles-county-sheriffs,2014-12-26 23:02:35+00:00,2
1052,1,Department of Transportation,department-of-transportation-6,2014-12-27 01:39:31+00:00,2
1053,1,United States Department of Housing and Urban Development,united-states-department-of-housing-and-urban-deve,2014-12-30 20:14:52+00:00,0
1054,51,Rep. Matt Teeters,rep-matt-teeters,2014-12-30 20:18:57+00:00,0
1055,16,Southern Westchester BOCES,southern-westchester-boces,2015-01-01 18:25:25+00:00,1
1056,16,Nassau BOCES,nassau-boces,2015-01-01 19:51:40+00:00,1
1057,16,Ulster BOCES,ulster-boces,2015-01-01 20:01:09+00:00,1
1058,16,Putnam Northern Westchester BOCES,putnam-northern-westchester-boces,2015-01-01 20:10:46+00:00,1
1059,16,Rockland BOCES,rockland-boces,2015-01-01 20:23:00+00:00,1
1060,16,Eastern Suffolk BOCES,eastern-suffolk-boces,2015-01-01 20:28:31+00:00,1
1061,16,Western Suffolk BOCES,western-suffolk-boces,2015-01-01 20:38:29+00:00,1
1062,29,Travis County Sheriff's Office,travis-county-sheriffs-office,2015-01-02 19:29:09+00:00,3
1063,16,NY Office of the State Inspector General,ny-office-of-the-state-inspector-general,2015-01-02 23:11:29+00:00,1
1064,25,Borough of Emerson,borough-of-emerson,2015-01-02 23:55:26+00:00,1
1065,1,"Bureau of Alcohol, Tobacco, Firearms and Explosives",bureau-of-alcohol-tobacco-firearms-and-explosives,2015-01-06 10:58:21+00:00,1
1066,37,Florida Department of Highway Safety and Motor Vehicles (DHSMV),florida-florida-highway-safety-and-motor-vehicles,2015-01-06 22:12:15+00:00,1
1067,7,Georgia Department of Natural Resources Law Enforcement,georgia-department-of-natural-resources-law-enforc,2015-01-07 15:54:40+00:00,1
1068,23,Attorney General's Office,attorney-generals-office,2015-01-07 19:32:04+00:00,1
1069,52,D.C. Office of Motion Picture and Television Development,dc-office-of-motion-picture-and-television-develop,2015-01-07 22:09:18+00:00,1
1070,29,Texas Juvenile Justice Department,texas-juvenile-justice-department,2015-01-07 22:50:30+00:00,1
1071,16,New York State Department of State,new-york-state-department-of-state,2015-01-08 17:36:48+00:00,0
1072,27,CITY OF MEMPHIS 2,city-of-memphis-2-2,2015-01-09 21:26:25+00:00,2
1073,23,"City of Chicago, Office of the Mayor",city-of-chicago-office-of-the-mayor,2015-01-12 20:04:49+00:00,1
1074,30,California Department of Alcohol and Beverage Control,california-department-of-alcohol-and-beverage-cont,2015-01-13 22:51:20+00:00,1
1075,19,Virginia Department of Motor Vehicles,virginia-department-of-motor-vehicles,2015-01-15 14:32:51+00:00,1
1076,16,NYC Department of Health and Mental Hygiene,nyc-department-of-health-and-mental-hygiene,2015-01-15 17:20:55+00:00,1
1077,32,Registry of Motor Vehicles,registry-of-motor-vehicles,2015-01-15 21:32:18+00:00,1
1078,16,Department of Homeless Services,department-of-homeless-services,2015-01-16 17:06:56+00:00,0
1079,16,New York City Department of Investigation,new-york-city-department-of-investigation,2015-01-16 18:08:43+00:00,1
1080,16,Office of Administrative Trials and Hearings (OATH),office-of-administrative-trials-and-hearings-oath,2015-01-17 04:55:01+00:00,1
1082,16,New York City Department of Consumer Affairs,new-york-city-department-of-consumer-affairs,2015-01-20 15:52:00+00:00,1
1083,1,Region 5 U.S. EPA,region-5-us-epa,2015-01-21 04:59:09+00:00,1
1084,24,Maine Department of Conservation,maine-department-of-conservation,2015-01-21 17:52:01+00:00,1
1085,21,West Virginia State Police,west-virginia-state-police,2015-01-22 01:23:47+00:00,0
1086,20,Washington State Patrol,washington-state-patrol,2015-01-22 03:36:17+00:00,2
1087,26,Rhode Island Attorney General,rhode-island-attorney-general,2015-01-22 08:42:09+00:00,1
1088,39,North Carolina State Board of Elections,north-carolina-state-board-of-elections,2015-01-23 22:04:13+00:00,1
1089,40,Alabama Secretary of State,alabama-secretary-of-state,2015-01-23 22:09:18+00:00,1
1090,42,Arizona Secretary of State,arizona-secretary-of-state,2015-01-23 23:03:23+00:00,1
1091,34,South Carolina Elections Commission,south-carolina-elections-commission,2015-01-23 23:13:08+00:00,1
1092,21,West Virginia Secretary of State,west-virginia-secretary-of-state,2015-01-23 23:39:31+00:00,1
1093,29,Longview Police Department,longview-police-department,2015-01-26 16:04:42+00:00,1
1094,29,Tyler Police Department,tyler-police-department,2015-01-26 16:15:52+00:00,1
1095,36,PG County Council,pg-county-council,2015-01-27 14:15:12+00:00,1
1097,1,"U.S. Department of Homeland Security, Transportation Security Administration",us-department-of-homeland-security-transportation,2015-01-27 16:55:44+00:00,1
1098,17,Pennsylvania Game Commission,pennsylvania-game-commission,2015-01-27 19:11:54+00:00,1
1099,17,Pennsylvania Fish & Boat Commission,pennsylvania-fish-boat-commission,2015-01-27 19:25:43+00:00,1
1100,30,Compton City Clerk,compton-city-clerk,2015-01-27 23:19:26+00:00,1
1101,30,Los Angeles Unified School District (LAUSD),los-angeles-unified-school-district-lausd,2015-01-28 01:49:08+00:00,3
1102,30,Los Angeles Housing and Community Investment Department,los-angeles-housing-and-community-investment-depar,2015-01-28 18:38:03+00:00,2
1103,16,State Department of Health,new-york-state-department-of-health,2015-01-29 16:56:12+00:00,1
1104,30,Conejo Valley Unified School District,conejo-valley-unified-school-district,2015-02-01 20:02:02+00:00,1
1105,20,City of Ruston,city-of-ruston,2015-02-02 19:22:35+00:00,1
1106,30,Oxnard School District,oxnard-school-district,2015-02-02 20:04:19+00:00,1
1107,20,Metro Parks Tacoma,metro-parks-tacoma,2015-02-03 16:34:39+00:00,1
1108,29,Office of Injured Employee Counsel,office-of-injured-employee-counsel,2015-02-03 18:55:18+00:00,1
1109,16,New York State Assembly,new-york-state-assembly,2015-02-03 19:08:43+00:00,1
1110,16,New York City Department of Health and Mental Hygiene,new-york-city-department-of-health-and-mental-hygi,2015-02-03 19:22:36+00:00,1
1111,16,New York State Senate,new-york-state-senate,2015-02-03 20:27:33+00:00,1
1112,17,York County,york-county,2015-02-03 20:59:01+00:00,2
1113,17,PA State House,pa-state-house,2015-02-04 21:55:34+00:00,1
1114,17,Office of Administration,office-of-administration,2015-02-04 22:02:16+00:00,1
1115,1,"US Department of Justice, Bureau of Alcohol, Tobacco, Firearms and Explosives",us-department-of-justice-bureau-of-alcohol-tobacco,2015-02-04 22:46:33+00:00,1
1116,43,Delaware Department of Health ,delaware-department-of-health,2015-02-05 18:15:15+00:00,1
1117,37,Florida Department of Health (DOH),florida-department-of-health,2015-02-05 20:27:58+00:00,2
1118,7,Georgia Department of Public Health,georgia-department-of-public-health,2015-02-05 20:32:16+00:00,1
1119,8,Idaho Department of Health,idaho-department-of-health,2015-02-05 22:23:16+00:00,1
1120,23,Illinois Department of Health,illinois-department-of-health,2015-02-05 22:31:57+00:00,2
1121,28,Indiana Department of Health,indiana-department-of-health,2015-02-05 22:36:30+00:00,1
1122,35,Iowa Department of Health,iowa-department-of-health,2015-02-05 22:43:45+00:00,1
1123,42,Arizona Department of Health Services,arizona-department-of-health-services,2015-02-06 00:35:42+00:00,1
1124,17,Pennsylvania Department of Human Services,pennsylvania-department-of-human-services,2015-02-06 16:45:55+00:00,1
1125,12,Department of Public Health,department-of-public-health-2,2015-02-06 17:56:07+00:00,1
1126,4,Department of Public Health and Evironment,department-of-public-health-and-evironment,2015-02-06 19:16:03+00:00,1
1127,40,Alabama Public Health,alabama-public-health,2015-02-06 19:26:37+00:00,1
1128,49,Oregon Dept. of Health,oregon-dept-of-health,2015-02-06 21:00:16+00:00,1
1129,2,Vermont Department of Health Surveillance,vermont-department-of-health-surveillance,2015-02-08 07:24:36+00:00,1
1130,18,Utah Department of Health,utah-department-of-health,2015-02-08 07:39:17+00:00,1
1131,30,Santee School District ,santee-school-district,2015-02-09 19:26:17+00:00,1
1132,17,York City School District,york-city-school-district,2015-02-09 21:00:45+00:00,1
1133,17,York City,york-city,2015-02-09 21:16:34+00:00,1
1134,30,San Diego State University Police Department ,san-diego-state-university-police-department,2015-02-10 00:12:46+00:00,1
1135,35,Iowa Department of Transportation (DOT),iowa-dot,2015-02-10 00:25:22+00:00,1
1136,5,"Department of Insurance, Financial Institutions and Professional Registration",department-of-insurance-financial-institutions-and,2015-02-10 16:22:45+00:00,0
1137,5,Division of Professional Registration,division-of-professional-registration,2015-02-11 16:22:16+00:00,1
1138,34,James Island Public Service District,james-island-public-service-district,2015-02-12 13:32:04+00:00,1
1139,17,Department of State,department-of-state,2015-02-12 17:09:57+00:00,1
1140,41,Department of Health,department-of-health,2015-02-12 17:30:00+00:00,1
1141,30,Medical Board of California,medical-board-of-california,2015-02-12 22:49:25+00:00,3
1142,43,Department of State,department-of-state-2,2015-02-13 20:16:06+00:00,2
1143,17,Central York School District,central-york-school-district,2015-02-13 21:34:32+00:00,1
1144,17,Dover Area School District,dover-area-school-district,2015-02-13 21:42:34+00:00,1
1145,52,District of Columbia Deputy Mayor for Planning and Economic Development (DMPED),district-of-columbia-deputy-mayor-for-planning-and,2015-02-17 16:13:40+00:00,1
1146,17,Northeastern School District,northeastern-school-district,2015-02-17 16:25:45+00:00,1
1147,30,California Secretary of State,california-secretary-of-state,2015-02-19 01:08:40+00:00,2
1148,1,Department of Veterans Affairs Office of the Inspector General,department-of-veterans-affairs-office-of-the-inspe,2015-02-20 21:19:04+00:00,1
1149,1,"Veterans Benefits Administration FOIA Office in Oakland, Calif.",veterans-benefits-administration-foia-office-in-oa,2015-02-20 23:56:05+00:00,1
1151,17,Pennsylvania Public Utility Commission,pennsylvania-public-utility-commission,2015-02-23 19:42:41+00:00,1
1152,16,town of huntington,town-of-huntington,2015-02-23 19:55:54+00:00,0
1153,24,Maine Public Utilities Commission,maine-public-utilities-commission,2015-02-23 22:53:57+00:00,1
1154,42,Arizona Attorney General,arizona-attorney-general,2015-02-23 23:04:14+00:00,1
1155,23,Cook County Medical Examiner,cook-county-medical-examiner,2015-02-24 22:26:00+00:00,1
1156,16,New York Power Authority,new-york-power-authority,2015-02-25 18:27:55+00:00,1
1157,30,Los Angeles city Personnel Department,los-angeles-city-personnel-department,2015-02-25 18:55:21+00:00,1
1158,21,West Virginia Department of Environmental Protection,west-virginia-department-of-environmental-protecti,2015-02-25 20:14:25+00:00,1
1159,16,The Research Foundation for SUNY,the-research-foundation-for-suny,2015-02-26 15:48:03+00:00,1
1160,29,City of Webster Water Division,city-of-webster-water-division,2015-02-26 19:39:57+00:00,1
1161,16,New York City Council,new-york-city-council,2015-02-26 19:55:12+00:00,1
1162,40,secretary of state,secretary-of-state,2015-03-01 23:13:17+00:00,0
1163,1,Office of the Director of National Intelligence (ODNI),office-of-the-director-of-national-intelligence-od,2015-03-02 16:45:47+00:00,1
1164,27,iteam,iteam,2015-03-02 21:06:54+00:00,1
1165,1,U.S. Citizenship and Immigration Services,us-citizenship-and-immigration-services,2015-03-03 14:32:56+00:00,1
1166,16,Office of the State Comptroller,office-of-the-state-comptroller,2015-03-03 20:06:50+00:00,1
1167,24,Auburn Mayor's Office,auburn-mayors-office,2015-03-04 15:14:15+00:00,1
1168,36,PG County DPIE,pg-county-dpie,2015-03-04 16:10:10+00:00,1
1169,1,United States Department of Interior - Fish and Wildlife Service,united-states-department-of-interior-fish-and-wild,2015-03-04 22:09:26+00:00,1
1170,29,The Fort Worth Foundation,the-fort-worth-foundation,2015-03-05 01:48:13+00:00,1
1171,1,Department of the Treasury,department-of-the-treasury,2015-03-06 19:12:59+00:00,1
1172,1,CFTC,cftc,2015-03-06 21:06:39+00:00,1
1173,11,New Orleans PD,new-orleans-pd,2015-03-07 14:02:27+00:00,1
1174,38,Minnesota Department of Human Services,minnesota-department-of-human-services,2015-03-08 20:05:48+00:00,0
1175,23,Illinois Environmental Protection Agency,illinois-environmental-protection-agency,2015-03-09 14:09:10+00:00,1
1176,1,U.S. Geological Survey,us-geological-survey,2015-03-09 15:09:27+00:00,1
1177,1,United States Postal Inspection Service,united-states-postal-inspection-service,2015-03-09 19:07:45+00:00,1
1178,17,Auditor General,auditor-general,2015-03-09 20:05:58+00:00,1
1179,20,Seattle Police Department,seattle-police-department,2015-03-16 19:10:47+00:00,0
1180,37,Florida International University,florida-international-university,2015-03-16 20:22:48+00:00,1
1181,29,Fort Worth Water Department,fort-worth-water-department,2015-03-16 23:29:49+00:00,0
1182,25,City of Atlantic City,city-of-atlantic-city,2015-03-23 05:55:54+00:00,1
1183,30,EZ Books ,ez-books,2015-03-24 21:17:37+00:00,1
1184,5,Ferguson,ferguson,2015-03-26 15:38:36+00:00,1
1185,30,Oakland Police Department,oakland-police-department,2015-03-26 18:21:01+00:00,1
1186,1,United States Centers for Disease Control and Prevention,united-states-centers-for-disease-control-and-prev,2015-03-26 19:42:25+00:00,1
1187,7,Richmond County Sheriff's Office,richmond-county-sheriffs-office,2015-03-29 18:01:59+00:00,4
1188,1,CMS,cms-2,2015-03-30 07:50:12+00:00,1
1189,24,Maine Warden Service,maine-warden-service,2015-03-30 17:22:33+00:00,0
1190,1,U.S. Navy,us-navy,2015-03-30 17:35:14+00:00,0
1191,29,Texas Department of Agriculture ,texas-department-of-agriculture,2015-03-30 22:41:47+00:00,1
1192,30,Department of Industrial Relations,department-of-industrial-relations,2015-03-31 18:42:19+00:00,1
1193,1,US Citizens and Immigration Services,us-citizens-and-immigration-services,2015-04-02 18:48:40+00:00,1
1194,25,Port Authority of New York and New Jersey,port-authority-of-new-york-and-new-jersey,2015-04-02 20:36:42+00:00,1
1195,25,Department of the Treasury,department-of-the-treasury-2,2015-04-02 20:38:44+00:00,1
1196,16,State Commission of Correction,state-commission-of-correction,2015-04-02 22:48:08+00:00,1
1197,16,NY State Commission of Correction,ny-state-commission-of-correction,2015-04-02 22:56:27+00:00,1
1198,16,Nassau County Interim Finance Authority,nassau-county-interim-finance-authority,2015-04-03 15:13:26+00:00,1
1199,29,Texas Facilities Commission,texas-facilities-commission,2015-04-05 00:55:55+00:00,1
1200,29,Goforth Special Utility District,goforth-special-utility-district,2015-04-05 01:01:55+00:00,1
1201,29,test,test,2015-04-05 01:13:44+00:00,1
1202,29,testagency,testagency,2015-04-05 01:15:04+00:00,1
1203,5,"City Courts of Ferguson, MO",city-courts-of-ferguson-mo,2015-04-05 20:01:47+00:00,1
1204,32,City of Brockton Police ,city-of-brockton-police,2015-04-06 17:54:39+00:00,1
1205,25,Somerset County,somerset-county,2015-04-06 21:21:52+00:00,1
1206,30,Aztec Shops LTD,aztec-shops-ltd,2015-04-07 21:42:09+00:00,1
1207,3,Jonesboro Police Department,jonesboro-police-department,2015-04-08 15:14:02+00:00,1
1208,6,University of New Mexico,university-of-new-mexico,2015-04-09 15:09:15+00:00,1
1209,40,San Ysidro School District,san-ysidro-school-district,2015-04-09 18:49:42+00:00,1
1210,30,San Ysidro School District,san-ysidro-school-district-2,2015-04-09 18:58:13+00:00,1
1211,19,Isle of Wight County Schools,isle-of-wight-county-schools,2015-04-13 19:54:50+00:00,0
1212,1,USCIS,uscis-2,2015-04-14 02:05:12+00:00,1
1213,11,Gov. Bobby Jindal,gov-bobby-jindal,2015-04-14 14:35:56+00:00,3
1214,16,State University of New York,state-university-of-new-york,2015-04-15 15:47:43+00:00,0
1215,6,Central New Mexico Community College,central-new-mexico-community-college,2015-04-15 16:21:03+00:00,1
1216,6,Clovis Community College,clovis-community-college,2015-04-15 17:03:39+00:00,1
1217,6,Eastern New Mexico University,eastern-new-mexico-university,2015-04-15 17:11:19+00:00,1
1218,6,Mesalands Community College,mesalands-community-college,2015-04-15 17:17:34+00:00,1
1219,6,New Mexico Highlands University,new-mexico-highlands-university,2015-04-15 17:24:46+00:00,1
1220,6,New Mexico Independent Community Colleges,new-mexico-independent-community-colleges,2015-04-15 17:29:30+00:00,1
1221,6,New Mexico Institute of Mining & Technology,new-mexico-institute-of-mining-technology,2015-04-15 18:11:17+00:00,1
1222,6,New Mexico Junior College District,new-mexico-junior-college-district,2015-04-15 18:16:31+00:00,1
1223,6,New Mexico State University,new-mexico-state-university,2015-04-15 18:24:21+00:00,1
1224,6,Northern New Mexico College,northern-new-mexico-college,2015-04-15 18:28:09+00:00,1
1225,6,San Juan College,san-juan-college,2015-04-15 18:48:55+00:00,1
1226,6,Santa Fe Community College,santa-fe-community-college,2015-04-15 18:51:26+00:00,1
1227,14,School District of the City of Saginaw,school-district-of-the-city-of-saginaw,2015-04-15 19:15:18+00:00,1
1228,6,Otero County,otero-county,2015-04-16 13:45:09+00:00,1
1229,6,Cibola County,cibola-county,2015-04-16 13:51:23+00:00,1
1230,6,Luna County,luna-county,2015-04-16 13:57:34+00:00,1
1231,6,San Miguel County,san-miguel-county,2015-04-16 14:00:16+00:00,1
1232,6,Sierra County,sierra-county,2015-04-16 14:07:19+00:00,1
1233,6,Taos County,taos-county,2015-04-16 14:12:16+00:00,1
1234,6,Curry County,curry-county,2015-04-16 14:24:04+00:00,1
1235,6,Dona Ana County,dona-ana-county,2015-04-16 14:26:25+00:00,1
1236,6,Lea County,lea-county,2015-04-16 14:28:33+00:00,1
1237,6,Los Alamos County,los-alamos-county,2015-04-16 14:30:43+00:00,1
1238,6,McKinley County,mckinley-county,2015-04-16 14:32:26+00:00,1
1239,6,Roosevelt County,roosevelt-county,2015-04-16 17:17:04+00:00,1
1240,6,Santa Fe County,santa-fe-county,2015-04-16 17:28:11+00:00,1
1241,6,Torrence County,torrence-county,2015-04-16 17:32:12+00:00,1
1242,6,Union County,union-county,2015-04-16 17:34:02+00:00,1
1243,6,Catron County,catron-county,2015-04-16 17:55:23+00:00,1
1244,6,Chaves County,chaves-county,2015-04-16 18:09:06+00:00,1
1245,6,Colfax County,colfax-county,2015-04-16 18:12:18+00:00,1
1246,6,Eddy County,eddy-county,2015-04-16 18:27:10+00:00,1
1247,6,Grant County,grant-county,2015-04-16 18:31:19+00:00,1
1248,6,Guadalupe County,guadalupe-county,2015-04-16 18:39:41+00:00,1
1249,6,Hidalgo County,hidalgo-county-2,2015-04-16 18:47:09+00:00,1
1250,6,Lincoln County,lincoln-county,2015-04-16 18:48:31+00:00,1
1251,6,Mora County,mora-county,2015-04-16 18:49:44+00:00,1
1252,6,Quay County,quay-county,2015-04-16 18:51:19+00:00,0
1253,6,Socorro County,socorro-county,2015-04-16 18:53:56+00:00,1
1254,6,Valencia County,valencia-county,2015-04-16 18:55:10+00:00,0
1255,16,Cayuga County Legislature,cayuga-county-legislature,2015-04-17 16:30:50+00:00,1
1256,14,"Michigan Department of Technology, Management and Budget (DTMB)",michigan-department-of-technology-management-and-b,2015-04-19 11:17:11+00:00,1
1257,1,Center for Medicare and Medicaid Services,center-for-medicare-and-medicaid-services,2015-04-19 12:11:45+00:00,1
1258,36,Montgomery County Public Schools,montgomery-county-public-schools,2015-04-20 14:04:46+00:00,0
1259,6,City of Albuquerque,city-of-albuquerque,2015-04-20 21:10:06+00:00,1
1260,6,City of Aztec,city-of-aztec,2015-04-20 21:13:40+00:00,1
1261,6,City of Bloomfield,city-of-bloomfield,2015-04-20 21:16:25+00:00,1
1262,6,City of Deming,city-of-deming,2015-04-20 21:20:13+00:00,1
1263,6,City of Farmington,city-of-farmington,2015-04-20 21:23:21+00:00,1
1264,6,City of Gallup,city-of-gallup,2015-04-20 21:25:20+00:00,1
1265,6,City of Hobbs,city-of-hobbs,2015-04-20 22:46:16+00:00,1
1266,6,City of Las Cruces,city-of-las-cruces,2015-04-20 22:48:45+00:00,1
1267,6,City of Las Vegas,city-of-las-vegas,2015-04-20 22:56:26+00:00,1
1268,36,montgomery county md,montgomery-county-md,2015-04-21 16:27:29+00:00,1
1269,6,City of Portales,city-of-portales,2015-04-23 22:04:07+00:00,1
1270,6,City of Rio Rancho,city-of-rio-rancho,2015-04-23 22:07:27+00:00,1
1271,6,City of Riodoso Downs,city-of-riodoso-downs,2015-04-23 22:10:17+00:00,1
1272,6,City of Santa Fe,city-of-santa-fe,2015-04-23 22:12:17+00:00,2
1273,6,Town of Atrisco Grant Board of Trustees,town-of-atrisco-grant-board-of-trustees,2015-04-23 22:17:43+00:00,1
1274,6,Town of Red River,town-of-red-river,2015-04-23 22:21:19+00:00,1
1275,6,Village of Corrales,village-of-corrales,2015-04-23 22:24:19+00:00,1
1276,6,Village of Cuba,village-of-cuba,2015-04-23 22:30:42+00:00,1
1277,6,Village of Logan,village-of-logan,2015-04-23 22:33:02+00:00,1
1278,6,Village of Los Lunas,village-of-los-lunas,2015-04-23 22:34:49+00:00,1
1279,6,Village of Questa,village-of-questa,2015-04-23 22:49:06+00:00,1
1280,6,Village of Tularosa,village-of-tularosa,2015-04-23 22:51:44+00:00,1
1281,6,Village of Wagon Mound,village-of-wagon-mound,2015-04-23 22:54:36+00:00,0
1282,6,Cesar Chavez Charter School,cesar-chavez-charter-school,2015-04-24 16:05:14+00:00,1
1283,6,Cien Aguas Green School Project,cien-aguas-green-school-project,2015-04-24 16:08:30+00:00,1
1284,6,Espanola Public School District,espanola-public-school-district,2015-04-24 16:11:21+00:00,1
1285,6,Gallup-McKinley County School District,gallup-mckinley-county-school-district,2015-04-24 16:16:58+00:00,1
1286,6,Gilbert L. Sena Charter High School,gilbert-l-sena-charter-high-school,2015-04-24 16:20:33+00:00,1
1287,6,Las Cruces Public Schools,las-cruces-public-schools,2015-04-24 16:22:44+00:00,1
1288,6,Las Vegas City School District,las-vegas-city-school-district,2015-04-24 16:24:45+00:00,1
1289,6,Mountain Mohogany Community School,mountain-mohogany-community-school,2015-04-24 16:26:36+00:00,1
1290,6,New Mexico Military Institute,new-mexico-military-institute,2015-04-24 16:30:33+00:00,1
1291,6,New Mexico School for the Arts,new-mexico-school-for-the-arts,2015-04-24 16:32:51+00:00,1
1292,6,New Mexico School for the Blind and Visually Impaired,new-mexico-school-for-the-blind-and-visually-impai,2015-04-24 16:47:09+00:00,1
1293,6,Nuestros Valores Charter School,nuestros-valores-charter-school,2015-04-24 16:51:41+00:00,1
1294,6,RFK Charter School,rfk-charter-school,2015-04-24 16:53:36+00:00,1
1295,6,Rio Rancho Public Schools,rio-rancho-public-schools,2015-04-24 16:55:21+00:00,1
1296,6,The International School at Mesa del Sol,the-international-school-at-mesa-del-sol,2015-04-24 16:58:12+00:00,1
1297,6,The Montessori Elementary Charter School,the-montessori-elementary-charter-school,2015-04-24 17:00:09+00:00,1
1298,6,Tierra Encantada Charter School,tierra-encantada-charter-school,2015-04-24 17:01:57+00:00,1
1299,6,Turquoise Trail Charter School,turquoise-trail-charter-school,2015-04-24 17:03:30+00:00,1
1300,6,Albuqerque Bernalillo County Water Utility Authority,albuqerque-bernalillo-county-water-utility-authori,2015-04-24 18:19:07+00:00,1
1301,6,Albuquerque Metropolitan Arroyo Flood Control Authority,albuquerque-metropolitan-arroyo-flood-control-auth,2015-04-24 18:21:21+00:00,1
1302,6,Eastern Sandoval County Arroyo Flood Control,eastern-sandoval-county-arroyo-flood-control,2015-04-24 18:25:12+00:00,1
1303,6,New Mexico Association of Conservation Districts,new-mexico-association-of-conservation-districts,2015-04-24 18:32:24+00:00,1
1304,6,New Mexico Coalition of Conservation Districts,new-mexico-coalition-of-conservation-districts,2015-04-24 18:39:24+00:00,1
1305,6,New Mexico Department of Agriculture,new-mexico-department-of-agriculture,2015-04-24 18:48:01+00:00,1
1306,6,"New Mexico Energy, Minerals and Natural Resources",new-mexico-energy-minerals-and-natural-resources,2015-04-24 18:50:52+00:00,1
1307,6,New Mexico Finance Authority,new-mexico-finance-authority,2015-04-24 18:53:10+00:00,1
1308,6,New Mexico Gaming Control Board,new-mexico-gaming-control-board,2015-04-24 18:57:22+00:00,1
1309,6,New Mexico Mortgage Finance Authority,new-mexico-mortgage-finance-authority,2015-04-24 18:59:38+00:00,1
1310,6,New Mexico Public Defender Department,new-mexico-public-defender-department,2015-04-24 21:40:42+00:00,1
1311,6,New Mexico State Investment Council,new-mexico-state-investment-council,2015-04-24 21:43:04+00:00,1
1312,6,New Mexico State Land Office,new-mexico-state-land-office,2015-04-24 21:45:12+00:00,1
1313,6,North Central Solid Waste Authority,north-central-solid-waste-authority,2015-04-24 21:47:49+00:00,1
1314,6,PERA New Mexico,pera-new-mexico,2015-04-24 21:50:55+00:00,1
1315,6,Southern Sandoval County Arroyo Flood Control Authority,southern-sandoval-county-arroyo-flood-control-auth,2015-04-24 21:54:46+00:00,1
1316,16,Department of Corrections,department-of-corrections-2,2015-04-27 18:28:20+00:00,0
1317,32,Boston City Council,boston-city-council,2015-04-28 10:27:05+00:00,1
1318,24,Town of Millinocket,town-of-millinocket,2015-04-28 17:31:28+00:00,2
1319,29,Big Spring,big-spring,2015-04-28 20:10:10+00:00,1
1320,29,Secretary of State,secretary-of-state-2,2015-04-29 18:56:17+00:00,1
1321,20,Tacoma Public Schools,tacoma-public-schools,2015-05-01 00:44:06+00:00,1
1322,20,Tacoma Public Schools,tacoma-public-schools-2,2015-05-01 00:44:06+00:00,0
1323,20,Tacoma municipal courts,tacoma-municipal-courts,2015-05-05 00:15:42+00:00,1
1324,23,Department of Financial & Professional Regulation,department-of-financial-professional-regulation,2015-05-06 21:26:35+00:00,2
1325,17,Pennsylvania Department of Revenue,pennsylvania-department-of-revenue,2015-05-11 20:44:56+00:00,1
1326,52,US department of State,us-department-of-state,2015-05-18 14:13:13+00:00,1
1327,29,DFW International Airport Department of Public Safety,dfw-international-airport-department-of-public-saf,2015-05-18 17:37:10+00:00,1
1328,7,Atlanta Police Department,atlanta-police-department,2015-05-18 17:54:50+00:00,1
